source,text,rating,date,author,source_url,collected_at,is_paraphrase
YouTube,Ghaziabad me lag raha hai bhai mere padosi ne lagwa rakha hai,,2026-06-07,@halkuai0088,https://www.youtube.com/watch?v=J7hZ1ATsEBU,2026-06-17,no
YouTube,THANK YOU BHAI BATANE KE LIYE MAINE BOOK KR DIYA 100 RS DEKE KUCH DINO MAI INSTALL HO JAYEGA,,2026-06-07,@Lagta-ed3wy,https://www.youtube.com/watch?v=J7hZ1ATsEBU,2026-06-17,no
YouTube,Installation free hai bhai or sirf recharge ke paise jaate Hain is me 550 ka recharge hota hai,,2026-06-04,@bindaspictures7152,https://www.youtube.com/watch?v=J7hZ1ATsEBU,2026-06-17,no
YouTube,Kaam ki baat kam faltu ki bakwas jayada,,2026-06-05,@bharatsaxena7672,https://www.youtube.com/watch?v=J7hZ1ATsEBU,2026-06-17,no
YouTube,"1.5-year Wiom user signed up for a fiber connection after seeing a 'free WiFi' ad, then discovered the Rs.0 only covers router and installation - the first month's recharge (Rs.449) is mandatory. Lists three limitations: a 28-day billing cycle instead of a full 30 days (extra cost vs local ISPs), very low security since the app has no MAC filtering or customization, and a weak/low-frequency signal causing frequent disconnects, with speed slower than a friend's local-ISP connection on the identical 50 Mbps plan. One upside: a community-roaming hotspot that works at other Wiom-connected homes. Rates the service poor, saying outage fixes take ~24 hours for a technician versus 2-3 hours for local providers. Concludes by explicitly telling viewers to skip Wiom and use a local provider instead, noting that nothing is truly free since the router must be returned later.",,2024-01-06,SpyTech Sonu,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,yes
YouTube,Bhai installation fee ke liye paise nhi hai,,2025-06-17,@FireFlex01,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,18 ruppee ka lia tha mene 2 din k liye scam h ye mera chla hi nhi,,2025-06-17,@Bravo_ayush,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Accha hua bataya ab main lene wala tha shukriya dost,,2025-06-17,@vishalkamble4488,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,"Bhai wiom best hai kya baat kar raha hai, maine lagwaya hua hai, kabhi connection cut nahi hota ek dum stable chalta hai, download and upload speed same rehti hai, aur plan bhi sasta hai, auto repayment lagayega toh har mahine olant par kuch rs off ho jate hai, aur kabhi wire cut jata hai toh call karne ki jaroorat bhi nahi padti apne aap sahi kar jate hai",,2025-07-17,@shubhamgautam892,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai hmne 3 dy phle WiFi ka recharge Kia h mgr hmara net ni chal rha h camplen Kia h lekin koi sunta ni jb bhi phone krte h yhi bolte h ki 24 ghnte m chal jayga,,2025-06-17,@VishalGola-k7n,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,"Their internet speed is very low, it is not 50 Mbps but remains between 35 to 40 and it would be better if you install Wi-Fi of some other company and not of this company.",,2025-06-17,@theknowledgetree9037,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai yeh bata call kahan se kiya wiom walon ko ...main yoh 10-12 din se try kar raha hun na call karte hai na koi mail...25 rs aur khagaye saale booking ke naam pe....,,2025-06-17,@krishna-iyer,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Mne wiom use kiya tha bohot bekar service h inki or ab excitel usee kr rha hu 4moth se ek bar bhi net ni gya h,,2024-06-17,@gaminginsaan7712,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai bhut mast roter h ye me phele yahi use krta fir company wale nikaal ke le gay the...aur jo company ne lgaya h..wo bikol ghatiya roter lgya h...bikol speed bakwas aati h,,2025-06-17,@devsingh-ll5xt,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai wiom sabse ganda wifi company hai isse badhiya 5g recharge karwa lo airtel ya jio kaa servise bhot gandi hai inki,,2025-06-17,@AaryanSiddiqui-u7u,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,bekar hai mera yaha laga hua hai wiom ka wifi ghatiya hai bilkul hi salo ne lut macha rakhi hai,,2024-06-17,@yogarajeshgambhir1100,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai mai wiom ko 6 months se use kar rha hu bas 3 baar is mai issue aaya hai or us mai se ek baar to router ka adaptor kharab tha or ek baar kisi or ka connection kar rhe the ye log or solution within 3hr ho gya. 449 mai 40-50 mbps ki speed ka plan hao mere connect ki speed 52-55 ke beech aati hai . Mai is service ko 9.5 out of 10 dunga because mai ghar ke bhar bhi wifi use kar pata hu kai baar.,,2024-06-17,@as975889,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Bhai tum jitni baatein bata rahe ho na saare ke saare galat hai humare paas bhi yehi wifi hai first class chalta hai,,2025-06-17,@Ramparkash-l1j,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Maha ghatya services har 5 10 mnts me network chala jataa h,,2024-06-17,@inamshibli8596,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Sabse cheap ghatiya service hai inki.. Galti se bhi koi mat lagvana,,2025-06-17,@syedmoinuddinnizami2789,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Mere se toh 2000 rupe le liye yarr 3 months ka,,2024-06-17,@business_skill_study,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,Are bhai 449 me kiya aata he aaj ke time me. Bhai me wiom me kaam Kiya hu ye PM Vani yojna ke tahet aapko milta he. Aur agar thum apna wifi router dete ho to usme aapka fayda he monthly 150 ka fayda hoga lekin 4 month ka plan karana hoga jo ki 1600 ke around he,,2024-06-17,@Sonu-q8s7z,https://www.youtube.com/watch?v=Cnvj-qpheNA,2026-06-17,no
YouTube,"NO TRANSCRIPT AVAILABLE - this Short has no captions/auto-captions (likely just an on-screen speed-test graphic with music, no spoken dialogue), so no creator verdict could be extracted from audio. Title claims a Rs.575/month plan hitting 130 Mbps in the speed test.",,2024-08-18,BalvantTrendyTech,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,yes
YouTube,Speed to 80-100 mbps hai lekin har do din par wifi band jo jata hai to kya fayda itna speed ka jab dekho wifi me red light jalne lag jayega abe yar dimag kharab kar diya hai,,2025-06-17,@FFGamingWA,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,bhai mao bhi yahi kahunga agar aap lagwana chahte ho to theek hai hamare ghar bhi hai 2nd month start ho chuka hai lekin ha kabhi kabhi isme problem aati hai kich der ke liye network kaam krna band kar deta hai,,2025-06-17,@mr_abhishek464,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Bhai technician dhundaa jaa rha hai ye dikja rha hai kya kruu bhut dino sww,,2025-08-17,@luckyjaatvlogs,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Pilzz koi bhi ye wifi na lag way bhot hi bekar service he company ko coll karne par bhi koi thik karne nhi ata,,2026-01-17,@AdnanAnsari-jw5ds,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,4 din se mera bhi net nahi chal raha h mat leyna bahi bohot bekar service h,,2025-06-17,@prashusingh882,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,"4 Din Se Internet Use Ni kar pa rha ho, wiom worst Service",,2025-06-17,@Gurugrammerijaan19,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Mai 300 mai 150 mbps le rha hu without problem,,2026-05-27,@sourabhpahadi-u2m,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Bhut bekar hai ye Wi-Fi bilkul 3rd quality,,2025-06-17,@parvejali9043,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Ghatiya network 3 din se net nhi chal raha,,2025-06-17,@realdhruvchaudhary,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,"Bad internet connection, even 4g not work properly, buy Sim card is even better speed from this Wi-Fi",,2025-11-17,@SonyPandey-s2x,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Bakwas internet hai koi bhi mat lagwaooo,,2025-10-17,@Raja_Babu_G_Delhi,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Wiom work with local internet provider to give service. So if your local internet provider is down wiom will also be down.,,2025-06-17,@Aishjack-w2m,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,Nhut bekar service h 9 din se mera met nhi chl rha h or inki helpline no. Pr daily call krti hu pr ye kuch nhi krete but ghatiya h koi mt lagwana,,2025-06-17,@moralstories2347,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,har mahine dene padte hai 575 rupee,,2025-06-17,@kushanksharma_0,https://www.youtube.com/shorts/cuULl0oghIU,2026-06-17,no
YouTube,"PROMOTIONAL/LEAD-GENERATION VIDEO, not a personal customer review. Pitches Wiom's free dual-band tri-antenna 5GHz router, no installation or extra costs (no GST add-ons), with only the recharge payment due. Mentions plans around Rs.450 (100 Mbps) and Rs.500 (50 Mbps). Asks viewers to comment their name, number, and address for installation within 24 hours - this looks like an agent/reseller account rather than a genuine reviewer.",,2024-01-01,Ak Jobs 247,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,yes
YouTube,Wiom ke employee consumer se ghatiya baat karte hai ye acchi company nahi hai aur gusse me baat karte hai,,2025-06-17,@RiteshKumar-f7y5t,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Kabhi mat lagana chor Hai yah log paise kha jaate Hain,,2025-06-17,@sameersonu6415,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Mera to 575 ka plan hai 100 mbps,,2025-06-17,@sheebamehandi,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Network 1 mbps ki speed,,2025-06-17,@SKYFFLIVE,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Lekin mera wala private provider....500 me 30 din 100mbps deta haj,,2025-07-17,@asiftechnicalpoint,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Bekar h lalach me Mt h froud h Isse Acha Acha pese Dal kr achi company ka lgvao,,2025-06-17,@barkhachouhan5844,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Sabse cheap ghatiya service hai inki.. Galti se bhi koi mat lagvana,,2025-06-17,@syedmoinuddinnizami2789,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,Wiom wifi bakar Hota Hai kahna ke liyw acha hai baki to bakar,,2025-06-17,@FINENFINECARACCESSORIES,https://www.youtube.com/shorts/dGFIodztcoQ,2026-06-17,no
YouTube,"After a full year using Wiom, reports the recharge process was slow and that repeated complaints over the year produced zero resolution. Describes frequent auto-disconnects during live streams and video calls, across phone, laptop, and TV. Says he filed complaints almost every month - 12 times in 12 months - and calls it overall a 'quite dirty/bad experience.'",,2025-05-07,IRFAN ISM,https://www.youtube.com/shorts/dfHXaQU5qdo,2026-06-17,yes
